Timestamp,AREA,PROCESO,% SOLIDOS,MALLA 65#,COMENTARIOS,USUARIO,Timestamp
2023-03-05 21:59:00,A1,-,38.0,33,,Lorne Ortiz,2023-03-05 21:59:00
2023-03-05 22:54:00,A2,-,42.0,32,,Lorne Ortiz,2023-03-05 22:54:00
2023-03-05 23:40:00,A1,-,41.0,32,,Lorne Ortiz,2023-03-05 23:40:00
2023-03-06 00:06:00,A0,-,38.0,34,,Lorne Ortiz,2023-03-06 00:06:00
2023-03-06 00:50:00,A2,-,41.0,30,,Lorne Ortiz,2023-03-06 00:50:00
2023-03-06 01:26:00,A1,-,40.0,32,,Lorne Ortiz,2023-03-06 01:26:00
2023-03-06 04:14:00,A0,-,38.0,33,,Lorne Ortiz,2023-03-06 04:14:00
2023-03-06 04:37:00,A2,-,47.0,34,,Lorne Ortiz,2023-03-06 04:37:00
2023-03-06 05:23:00,A0,-,36.0,28,,Lorne Ortiz,2023-03-06 05:23:00
2023-03-06 07:24:00,A2,-,43.0,36,,José Ledesma Espinoza,2023-03-06 07:24:00
2023-03-06 08:07:00,A1,-,41.0,27,,José Ledesma Espinoza,2023-03-06 08:07:00
2023-03-06 08:13:00,A0,-,36.0,22,,José Ledesma Espinoza,2023-03-06 08:13:00
2023-03-06 09:00:00,A2,-,40.0,38,,José Ledesma Espinoza,2023-03-06 09:00:00
2023-03-06 10:19:00,A0,-,37.0,25,,José Ledesma Espinoza,2023-03-06 10:19:00
2023-03-06 10:20:00,A2,-,43.0,39,,José Ledesma Espinoza,2023-03-06 10:20:00
2023-03-06 10:51:00,A1,-,41.0,29,,José Ledesma Espinoza,2023-03-06 10:51:00
2023-03-06 12:25:00,A0,-,35.0,27,,José Ledesma Espinoza,2023-03-06 12:25:00
2023-03-06 12:30:00,A2,-,39.0,31,,José Ledesma Espinoza,2023-03-06 12:30:00
2023-03-06 13:59:00,A0,-,36.0,22,,José Ledesma Espinoza,2023-03-06 13:59:00
2023-03-06 14:16:00,A1,-,42.0,28,,José Ledesma Espinoza,2023-03-06 14:16:00
2023-03-06 14:18:00,A2,-,39.0,30,,José Ledesma Espinoza,2023-03-06 14:18:00
2023-03-06 16:26:00,A2,-,32.0,25,,José Ledesma Espinoza,2023-03-06 16:26:00
2023-03-06 16:35:00,A0,-,36.0,19,,José Ledesma Espinoza,2023-03-06 16:35:00
2023-03-06 16:36:00,A1,-,45.0,33,,José Ledesma Espinoza,2023-03-06 16:36:00
2023-03-06 16:59:00,A2,-,36.0,29,,José Ledesma Espinoza,2023-03-06 16:59:00
2023-03-06 17:22:00,A1,-,46.0,37,,José Ledesma Espinoza,2023-03-06 17:22:00
2023-03-06 18:42:00,A2,-,35.0,30,,José Ledesma Espinoza,2023-03-06 18:42:00
2023-03-06 22:11:00,A0,-,39.0,35,,Lorne Ortiz,2023-03-06 22:11:00
2023-03-06 22:12:00,A1,-,41.0,37,,Lorne Ortiz,2023-03-06 22:12:00
2023-03-06 23:13:00,A0,-,40.0,35,,Lorne Ortiz,2023-03-06 23:13:00
2023-03-06 23:14:00,A1,-,36.0,32,,Lorne Ortiz,2023-03-06 23:14:00
2023-03-06 23:56:00,A1,-,38.0,34,,Lorne Ortiz,2023-03-06 23:56:00
2023-03-06 23:58:00,A2,-,46.0,33,,Lorne Ortiz,2023-03-06 23:58:00
2023-03-07 01:17:00,A1,-,39.0,35,,Lorne Ortiz,2023-03-07 01:17:00
2023-03-07 03:59:00,A1,-,40.0,39,,Lorne Ortiz,2023-03-07 03:59:00
2023-03-07 04:01:00,A0,-,35.0,29,,Lorne Ortiz,2023-03-07 04:01:00
2023-03-07 04:24:00,A1,-,39.0,32,,Lorne Ortiz,2023-03-07 04:24:00
2023-03-07 08:26:00,A0,-,38.0,24,,José Ledesma Espinoza,2023-03-07 08:26:00
2023-03-07 08:54:00,A1,-,39.0,29,,José Ledesma Espinoza,2023-03-07 08:54:00
2023-03-07 09:28:00,A2,-,37.0,35,,José Ledesma Espinoza,2023-03-07 09:28:00
2023-03-07 10:43:00,A2,-,39.0,34,,José Ledesma Espinoza,2023-03-07 10:43:00
2023-03-07 15:02:00,A2,-,44.0,35,,José Ledesma Espinoza,2023-03-07 15:02:00
2023-03-07 15:04:00,A1,-,37.0,30,,José Ledesma Espinoza,2023-03-07 15:04:00
2023-03-07 16:33:00,A2,-,39.0,33,,José Ledesma Espinoza,2023-03-07 16:33:00
2023-03-07 16:57:00,A2,-,40.0,34,,José Ledesma Espinoza,2023-03-07 16:57:00
2023-03-07 17:02:00,A1,-,38.0,34,16:00 hrs.,José Ledesma Espinoza,2023-03-07 17:02:00
2023-03-07 17:58:00,A1,-,37.0,31,,José Ledesma Espinoza,2023-03-07 17:58:00
2023-03-07 18:02:00,A2,-,40.0,31,,José Ledesma Espinoza,2023-03-07 18:02:00
2023-03-07 22:05:00,A1,-,36.0,34,,Lorne Ortiz,2023-03-07 22:05:00
2023-03-07 22:47:00,A2,-,40.0,29,,Lorne Ortiz,2023-03-07 22:47:00
2023-03-07 23:17:00,A1,-,37.0,36,,Lorne Ortiz,2023-03-07 23:17:00
2023-03-08 01:10:00,A1,-,35.0,31,,Lorne Ortiz,2023-03-08 01:10:00
2023-03-08 03:37:00,A1,-,35.0,27,,Lorne Ortiz,2023-03-08 03:37:00
2023-03-08 07:29:00,A1,-,44.0,33,,Glenn Guajardo Lara,2023-03-08 07:29:00
2023-03-08 08:03:00,A2,-,39.0,33,,Glenn Guajardo Lara,2023-03-08 08:03:00
2023-03-08 09:59:00,A2,-,37.0,25,,Glenn Guajardo Lara,2023-03-08 09:59:00
2023-03-08 10:14:00,A1,-,43.0,31,,Glenn Guajardo Lara,2023-03-08 10:14:00
2023-03-08 13:13:00,A2,-,42.0,29,,Glenn Guajardo Lara,2023-03-08 13:13:00
2023-03-08 13:51:00,A1,-,43.0,33,,Glenn Guajardo Lara,2023-03-08 13:51:00
2023-03-08 14:59:00,A2,-,44.0,33,,Glenn Guajardo Lara,2023-03-08 14:59:00
2023-03-08 16:07:00,A1,-,42.0,34,,Glenn Guajardo Lara,2023-03-08 16:07:00
2023-03-08 16:16:00,A2,-,45.0,36,,Glenn Guajardo Lara,2023-03-08 16:16:00
2023-03-08 18:05:00,A2,-,42.0,31,,Glenn Guajardo Lara,2023-03-08 18:05:00
2023-03-08 18:31:00,A0,-,33.0,29,,Glenn Guajardo Lara,2023-03-08 18:31:00
2023-03-08 19:50:00,A0,-,38.0,28,19:50 hrs.,Francisco Alderete,2023-03-08 19:50:00
2023-03-08 20:18:00,A1,-,38.0,30,20:18 hrs.,Francisco Alderete,2023-03-08 20:18:00
2023-03-08 20:20:00,A2,-,42.0,32,20:20 hrs.,Francisco Alderete,2023-03-08 20:20:00
2023-03-08 21:42:00,A0,-,36.0,28,21:42 hrs.,Francisco Alderete,2023-03-08 21:42:00
2023-03-08 22:14:00,A1,-,32.0,27,22:14 hrs.,Francisco Alderete,2023-03-08 22:14:00
2023-03-08 23:48:00,A2,-,41.0,30,23:45 hrs.,Francisco Alderete,2023-03-08 23:48:00
2023-03-08 23:49:00,A0,-,36.0,25,23:49 hrs.,Francisco Alderete,2023-03-08 23:49:00
2023-03-09 00:20:00,A1,-,37.0,29,00:20 hrs.,Francisco Alderete,2023-03-09 00:20:00
2023-03-09 02:00:00,A0,-,37.0,28,02:00 hrs.,Francisco Alderete,2023-03-09 02:00:00
2023-03-09 02:13:00,A1,-,39.0,32,02:13 hrs.,Francisco Alderete,2023-03-09 02:13:00
2023-03-09 04:05:00,A0,-,38.0,29,04:05 hrs.,Francisco Alderete,2023-03-09 04:05:00
2023-03-09 04:16:00,A2,-,40.0,28,04:16 hrs.,Francisco Alderete,2023-03-09 04:16:00
2023-03-09 04:22:00,A1,-,39.0,30,04:22 hrs.,Francisco Alderete,2023-03-09 04:22:00
2023-03-09 05:56:00,A0,-,37.0,27,05:55 hrs.,Francisco Alderete,2023-03-09 05:56:00
2023-03-09 06:08:00,A2,-,42.0,31,06:08 hrs.,Francisco Alderete,2023-03-09 06:08:00
2023-03-09 06:10:00,A1,-,37.0,29,06:10 hrs.,Francisco Alderete,2023-03-09 06:10:00
2023-03-09 07:56:00,A2,-,40.0,27,,Glenn Guajardo Lara,2023-03-09 07:56:00
2023-03-09 08:10:00,A1,-,45.0,34,,Glenn Guajardo Lara,2023-03-09 08:10:00
2023-03-09 09:24:00,A1,-,37.0,33,,Glenn Guajardo Lara,2023-03-09 09:24:00
2023-03-09 09:27:00,A0,-,36.0,31,,Glenn Guajardo Lara,2023-03-09 09:27:00
2023-03-09 09:57:00,A1,-,37.0,32,,Glenn Guajardo Lara,2023-03-09 09:57:00
2023-03-09 11:03:00,A2,-,35.0,29,,Glenn Guajardo Lara,2023-03-09 11:03:00
2023-03-09 11:53:00,A0,-,37.0,33,,Glenn Guajardo Lara,2023-03-09 11:53:00
2023-03-09 12:03:00,A1,-,41.0,35,,Glenn Guajardo Lara,2023-03-09 12:03:00
2023-03-09 13:07:00,A0,-,35.0,27,,Glenn Guajardo Lara,2023-03-09 13:07:00
2023-03-09 14:02:00,A2,-,38.0,28,,Glenn Guajardo Lara,2023-03-09 14:02:00
2023-03-09 14:10:00,A1,-,39.0,34,,Glenn Guajardo Lara,2023-03-09 14:10:00
2023-03-09 14:56:00,A2,-,35.0,28,,Glenn Guajardo Lara,2023-03-09 14:56:00
2023-03-09 16:13:00,A1,-,38.0,32,,Operador1,2023-03-09 16:13:00
2023-03-09 17:38:00,A2,-,40.0,34,,Glenn Guajardo Lara,2023-03-09 17:38:00
2023-03-09 17:43:00,A0,-,38.0,34,,Glenn Guajardo Lara,2023-03-09 17:43:00
2023-03-09 18:14:00,A1,-,40.0,31,,Glenn Guajardo Lara,2023-03-09 18:14:00
2023-03-09 19:53:00,A0,-,40.0,33,19:53 hrs.,Francisco Alderete,2023-03-09 19:53:00
2023-03-09 20:17:00,A1,-,35.0,27,20:17 hrs.,Francisco Alderete,2023-03-09 20:17:00
2023-03-09 20:18:00,A2,-,39.0,27,20:18 hrs.,Francisco Alderete,2023-03-09 20:18:00
2023-03-09 21:50:00,A0,-,38.0,30,21:50 hrs.,Francisco Alderete,2023-03-09 21:50:00
2023-03-09 22:18:00,A1,-,38.0,33,22:18 hrs.,Francisco Alderete,2023-03-09 22:18:00
2023-03-09 22:22:00,A2,-,37.0,27,22:22 hrs.,Francisco Alderete,2023-03-09 22:22:00
2023-03-09 23:49:00,A0,-,39.0,30,23:49 hrs.,Francisco Alderete,2023-03-09 23:49:00
2023-03-09 23:57:00,A2,-,37.0,25,23:57 hrs.,Francisco Alderete,2023-03-09 23:57:00
2023-03-10 01:04:00,A1,-,42.0,35,01:04 hrs.,Francisco Alderete,2023-03-10 01:04:00
2023-03-10 01:50:00,A0,-,38.0,30,01:50 hrs.,Francisco Alderete,2023-03-10 01:50:00
2023-03-10 02:03:00,A1,-,40.0,33,02:03 hrs.,Francisco Alderete,2023-03-10 02:03:00
2023-03-10 02:12:00,A2,-,38.0,26,02:12 hrs.,Francisco Alderete,2023-03-10 02:12:00
2023-03-10 03:52:00,A0,-,40.0,31,03:52 hrs.,Francisco Alderete,2023-03-10 03:52:00
2023-03-10 04:15:00,A1,-,39.0,34,04:15 hrs.,Francisco Alderete,2023-03-10 04:15:00
2023-03-10 04:16:00,A2,-,37.0,27,04:16 hrs.,Francisco Alderete,2023-03-10 04:16:00
2023-03-10 05:49:00,A0,-,37.0,29,05:50 hrs.,Francisco Alderete,2023-03-10 05:49:00
2023-03-10 06:13:00,A2,-,38.0,26,06:13 hrs.,Francisco Alderete,2023-03-10 06:13:00
2023-03-10 06:14:00,A1,-,39.0,32,06:14 hrs.,Francisco Alderete,2023-03-10 06:14:00
2023-03-10 08:00:00,A2,-,37.0,24,,Glenn Guajardo Lara,2023-03-10 08:00:00
2023-03-10 08:06:00,A1,-,40.0,33,,Glenn Guajardo Lara,2023-03-10 08:06:00
2023-03-10 08:55:00,A2,-,40.0,27,,Glenn Guajardo Lara,2023-03-10 08:55:00
2023-03-10 09:20:00,A0,-,39.0,33,,Glenn Guajardo Lara,2023-03-10 09:20:00
2023-03-10 10:33:00,A1,-,40.0,34,,Glenn Guajardo Lara,2023-03-10 10:33:00
2023-03-10 11:33:00,A0,-,37.0,30,,Glenn Guajardo Lara,2023-03-10 11:33:00
2023-03-10 11:40:00,A2,-,37.0,26,,Glenn Guajardo Lara,2023-03-10 11:40:00
2023-03-10 12:12:00,A1,-,41.0,33,,Glenn Guajardo Lara,2023-03-10 12:12:00
2023-03-10 14:06:00,A1,-,39.0,35,,Glenn Guajardo Lara,2023-03-10 14:06:00
2023-03-10 15:05:00,A2,-,39.0,29,,Glenn Guajardo Lara,2023-03-10 15:05:00
2023-03-10 16:19:00,A1,-,39.0,33,,Glenn Guajardo Lara,2023-03-10 16:19:00
2023-03-10 16:39:00,A0,-,38.0,34,,Glenn Guajardo Lara,2023-03-10 16:39:00
2023-03-10 16:43:00,A2,-,34.0,22,,Glenn Guajardo Lara,2023-03-10 16:43:00
2023-03-10 18:15:00,A0,-,38.0,31,,Glenn Guajardo Lara,2023-03-10 18:15:00
2023-03-10 20:05:00,A0,-,39.0,30,20:05 hrs.,Francisco Alderete,2023-03-10 20:05:00
2023-03-10 20:17:00,A1,-,40.0,30,20:17 hrs.,Francisco Alderete,2023-03-10 20:17:00
2023-03-10 21:03:00,A2,-,39.0,31,20:25 hrs.,Francisco Alderete,2023-03-10 21:03:00
2023-03-10 22:05:00,A0,-,40.0,32,22:05 hrs.,Francisco Alderete,2023-03-10 22:05:00
2023-03-10 22:20:00,A1,-,40.0,30,22:20 hrs.,Francisco Alderete,2023-03-10 22:20:00
2023-03-10 22:21:00,A2,-,39.0,29,22:21 hrs.,Francisco Alderete,2023-03-10 22:21:00
2023-03-10 23:51:00,A0,-,39.0,32,23:50 hrs.,Francisco Alderete,2023-03-10 23:51:00
2023-03-11 00:16:00,A1,-,39.0,29,00:16 hrs.,Francisco Alderete,2023-03-11 00:16:00
2023-03-11 00:23:00,A2,-,43.0,33,00:23 hrs.,Francisco Alderete,2023-03-11 00:23:00
2023-03-11 01:57:00,A0,-,39.0,29,01:57 hrs.,Francisco Alderete,2023-03-11 01:57:00
2023-03-11 02:18:00,A1,-,34.0,28,02:18 hrs.,Francisco Alderete,2023-03-11 02:18:00
2023-03-11 04:24:00,A1,-,36.0,28,04:24 hrs.,Francisco Alderete,2023-03-11 04:24:00
2023-03-11 04:25:00,A2,-,39.0,28,04:25 hrs.,Francisco Alderete,2023-03-11 04:25:00
2023-03-11 04:32:00,A0,-,35.0,26,04:32 hrs.,Francisco Alderete,2023-03-11 04:32:00
2023-03-11 05:55:00,A0,-,38.0,29,05:55 hrs.,Francisco Alderete,2023-03-11 05:55:00
2023-03-11 06:13:00,A1,-,36.0,26,06:13 hrs.,Francisco Alderete,2023-03-11 06:13:00
2023-03-11 06:14:00,A2,-,40.0,29,06:14 hrs.,Francisco Alderete,2023-03-11 06:14:00
2023-03-11 08:18:00,A2,-,44.0,33,,Glenn Guajardo Lara,2023-03-11 08:18:00
2023-03-11 08:46:00,A1,-,37.0,27,,Glenn Guajardo Lara,2023-03-11 08:46:00
2023-03-11 08:58:00,A0,-,40.0,35,,Glenn Guajardo Lara,2023-03-11 08:58:00
2023-03-11 09:20:00,A2,-,45.0,33,,Glenn Guajardo Lara,2023-03-11 09:20:00
2023-03-11 10:13:00,A2,-,42.0,29,,Glenn Guajardo Lara,2023-03-11 10:13:00
2023-03-11 10:23:00,A1,-,38.0,32,,Glenn Guajardo Lara,2023-03-11 10:23:00
2023-03-11 11:24:00,A0,-,40.0,34,,Glenn Guajardo Lara,2023-03-11 11:24:00
2023-03-11 11:49:00,A2,-,41.0,33,,Glenn Guajardo Lara,2023-03-11 11:49:00
2023-03-11 12:01:00,A1,-,36.0,31,,Glenn Guajardo Lara,2023-03-11 12:01:00
2023-03-11 13:46:00,A0,-,38.0,30,,Glenn Guajardo Lara,2023-03-11 13:46:00
2023-03-11 14:26:00,A1,-,40.0,32,,Glenn Guajardo Lara,2023-03-11 14:26:00
2023-03-11 17:08:00,A2,-,36.0,26,,Glenn Guajardo Lara,2023-03-11 17:08:00
2023-03-11 17:45:00,A1,-,34.0,28,,Glenn Guajardo Lara,2023-03-11 17:45:00
2023-03-11 18:13:00,A2,-,39.0,29,,Glenn Guajardo Lara,2023-03-11 18:13:00
2023-03-11 19:50:00,A0,-,36.0,27,19:50 hrs.,Francisco Alderete,2023-03-11 19:50:00
2023-03-11 20:13:00,A2,-,41.0,28,20:13 hrs.,Francisco Alderete,2023-03-11 20:13:00
2023-03-11 20:23:00,A1,-,36.0,30,20:23 hrs.,Francisco Alderete,2023-03-11 20:23:00
2023-03-11 22:04:00,A0,-,37.0,30,22:04 hrs.,Francisco Alderete,2023-03-11 22:04:00
2023-03-11 22:06:00,A2,-,39.0,27,22:06 hrs.,Francisco Alderete,2023-03-11 22:06:00
2023-03-11 22:09:00,A1,-,34.0,28,22:09 hrs.,Francisco Alderete,2023-03-11 22:09:00
2023-03-11 23:47:00,A0,-,38.0,30,23:47 hrs.,Francisco Alderete,2023-03-11 23:47:00
2023-03-11 23:55:00,A2,-,42.0,30,23:55 hrs.,Francisco Alderete,2023-03-11 23:55:00
2023-03-12 00:01:00,A1,-,34.0,28,00:00 hrs.,Francisco Alderete,2023-03-12 00:01:00
2023-03-12 02:01:00,A1,-,36.0,30,02:00 hrs.,Francisco Alderete,2023-03-12 02:01:00
2023-03-12 02:02:00,A2,-,39.0,28,02:02 hrs.,Francisco Alderete,2023-03-12 02:02:00
2023-03-12 02:04:00,A0,-,36.0,28,02:04 hrs.,Francisco Alderete,2023-03-12 02:04:00
2023-03-12 04:00:00,A0,-,38.0,30,04:00 hrs.,Francisco Alderete,2023-03-12 04:00:00
2023-03-12 04:10:00,A1,-,33.0,27,04:10 hrs.,Francisco Alderete,2023-03-12 04:10:00
2023-03-12 04:11:00,A2,-,43.0,30,04:11 hrs.,Francisco Alderete,2023-03-12 04:11:00
2023-03-12 05:55:00,A0,-,37.0,29,05:55 hrs.,Francisco Alderete,2023-03-12 05:55:00
2023-03-12 06:14:00,A2,-,41.0,29,06:14 hrs.,Francisco Alderete,2023-03-12 06:14:00
2023-03-12 06:20:00,A1,-,36.0,29,06:20 hrs.,Francisco Alderete,2023-03-12 06:20:00
2023-03-12 07:47:00,A2,-,42.0,30,,Glenn Guajardo Lara,2023-03-12 07:47:00
2023-03-12 08:05:00,A1,-,35.0,28,,Glenn Guajardo Lara,2023-03-12 08:05:00
2023-03-12 08:06:00,A0,-,36.0,18,,Glenn Guajardo Lara,2023-03-12 08:06:00
2023-03-12 09:11:00,A2,-,44.0,35,,Glenn Guajardo Lara,2023-03-12 09:11:00
2023-03-12 09:48:00,A2,-,48.0,37,,Glenn Guajardo Lara,2023-03-12 09:48:00
2023-03-12 10:09:00,A0,-,34.0,27,,Glenn Guajardo Lara,2023-03-12 10:09:00
2023-03-12 11:18:00,A2,-,39.0,30,,Glenn Guajardo Lara,2023-03-12 11:18:00
2023-03-12 11:19:00,A0,-,34.0,32,,Glenn Guajardo Lara,2023-03-12 11:19:00
2023-03-12 11:22:00,A1,-,37.0,32,,Glenn Guajardo Lara,2023-03-12 11:22:00
2023-03-12 12:55:00,A2,-,39.0,28,,Glenn Guajardo Lara,2023-03-12 12:55:00
2023-03-12 13:18:00,A2,-,45.0,36,,Glenn Guajardo Lara,2023-03-12 13:18:00
2023-03-12 13:20:00,A1,-,36.0,29,,Glenn Guajardo Lara,2023-03-12 13:20:00
2023-03-12 14:11:00,A0,-,37.0,32,,Glenn Guajardo Lara,2023-03-12 14:11:00
2023-03-12 14:13:00,A2,-,45.0,32,,Glenn Guajardo Lara,2023-03-12 14:13:00
2023-03-12 14:20:00,A1,-,40.0,34,,Glenn Guajardo Lara,2023-03-12 14:20:00
2023-03-12 14:49:00,A2,-,42.0,32,,Glenn Guajardo Lara,2023-03-12 14:49:00
2023-03-12 16:02:00,A0,-,39.0,32,,Operador1,2023-03-12 16:02:00
2023-03-12 16:04:00,A2,-,42.0,37,,Operador1,2023-03-12 16:04:00
2023-03-12 17:35:00,A0,-,35.0,33,,Glenn Guajardo Lara,2023-03-12 17:35:00
2023-03-12 18:11:00,A1,-,37.0,34,,Glenn Guajardo Lara,2023-03-12 18:11:00
2023-03-12 20:03:00,A0,-,37.0,28,20:03 hrs.,Francisco Alderete,2023-03-12 20:03:00
2023-03-12 20:12:00,A2,-,42.0,29,20:12 hrs.,Francisco Alderete,2023-03-12 20:12:00
2023-03-12 20:15:00,A1,-,36.0,32,20:15 hrs.,Francisco Alderete,2023-03-12 20:15:00
2023-03-12 22:11:00,A2,-,41.0,27,22:11 hrs.,Francisco Alderete,2023-03-12 22:11:00
2023-03-12 22:12:00,A1,-,35.0,32,22:12 hrs.,Francisco Alderete,2023-03-12 22:12:00
2023-03-12 22:15:00,A0,-,39.0,30,22:15 hrs.,Francisco Alderete,2023-03-12 22:15:00
2023-03-12 23:48:00,A2,-,42.0,31,23:48 hrs.,Francisco Alderete,2023-03-12 23:48:00
2023-03-12 23:49:00,A0,-,36.0,27,23:49 hrs.,Francisco Alderete,2023-03-12 23:49:00
2023-03-13 00:13:00,A1,-,36.0,32,00:13 hrs.,Francisco Alderete,2023-03-13 00:13:00
2023-03-13 01:52:00,A0,-,40.0,32,01:52 hrs.,Francisco Alderete,2023-03-13 01:52:00
2023-03-13 02:03:00,A0,-,37.0,33,02:03 hrs,Francisco Alderete,2023-03-13 02:03:00
2023-03-13 02:04:00,A2,-,39.0,27,02:04 hrs.,Francisco Alderete,2023-03-13 02:04:00
2023-03-13 03:52:00,A0,-,37.0,29,03:52 hrs.,Francisco Alderete,2023-03-13 03:52:00
2023-03-13 04:06:00,A2,-,38.0,28,04:05 hrs.,Francisco Alderete,2023-03-13 04:06:00
2023-03-13 04:26:00,A1,-,33.0,25,04:26 hrs.,Francisco Alderete,2023-03-13 04:26:00
2023-03-13 05:52:00,A0,-,37.0,28,05:52 hrs.,Francisco Alderete,2023-03-13 05:52:00
2023-03-13 06:07:00,A1,-,32.0,26,06:07 hrs.,Francisco Alderete,2023-03-13 06:07:00
2023-03-13 06:10:00,A2,-,39.0,29,06:10 hrs.,Francisco Alderete,2023-03-13 06:10:00
2023-03-13 07:51:00,A1,-,34.0,33,,Glenn Guajardo Lara,2023-03-13 07:51:00
2023-03-13 08:00:00,A2,-,38.0,28,,Glenn Guajardo Lara,2023-03-13 08:00:00
2023-03-13 08:59:00,A2,-,39.0,29,,Glenn Guajardo Lara,2023-03-13 08:59:00
2023-03-13 09:22:00,A0,-,41.0,35,,Glenn Guajardo Lara,2023-03-13 09:22:00
2023-03-13 09:53:00,A2,-,33.0,26,,Glenn Guajardo Lara,2023-03-13 09:53:00
2023-03-13 09:54:00,A2,-,33.0,26,,Glenn Guajardo Lara,2023-03-13 09:54:00
2023-03-13 11:09:00,A2,-,37.0,30,,Glenn Guajardo Lara,2023-03-13 11:09:00
2023-03-13 11:54:00,A1,-,34.0,29,,Glenn Guajardo Lara,2023-03-13 11:54:00
2023-03-13 12:00:00,A2,-,37.0,34,,Glenn Guajardo Lara,2023-03-13 12:00:00
2023-03-13 13:15:00,A1,-,36.0,33,,Glenn Guajardo Lara,2023-03-13 13:15:00
2023-03-13 14:06:00,A2,-,36.0,33,,Glenn Guajardo Lara,2023-03-13 14:06:00
2023-03-13 14:36:00,A0,-,40.0,34,,Glenn Guajardo Lara,2023-03-13 14:36:00
2023-03-13 14:56:00,A1,-,37.0,34,,Glenn Guajardo Lara,2023-03-13 14:56:00
2023-03-13 14:58:00,A2,-,38.0,34,,Glenn Guajardo Lara,2023-03-13 14:58:00
2023-03-13 17:12:00,A2,-,39.0,33,,Glenn Guajardo Lara,2023-03-13 17:12:00
2023-03-13 19:53:00,A0,-,39.0,29,19:53 hrs.,Francisco Alderete,2023-03-13 19:53:00
2023-03-13 20:21:00,A1,-,34.0,28,20:21 hrs.,Francisco Alderete,2023-03-13 20:21:00
2023-03-13 21:57:00,A0,-,39.0,30,21:57 hrs.,Francisco Alderete,2023-03-13 21:57:00
2023-03-13 22:15:00,A1,-,35.0,30,22:15 hrs.,Francisco Alderete,2023-03-13 22:15:00
2023-03-13 22:20:00,A2,-,38.0,27,22:20 hrs.,Francisco Alderete,2023-03-13 22:20:00
2023-03-13 23:50:00,A0,-,39.0,32,23:50 hrs.,Francisco Alderete,2023-03-13 23:50:00
2023-03-13 23:51:00,A2,-,40.0,29,23:51 hrs.,Francisco Alderete,2023-03-13 23:51:00
2023-03-14 00:52:00,A1,-,34.0,31,00:52 hrs.,Francisco Alderete,2023-03-14 00:52:00
2023-03-14 01:55:00,A0,-,36.0,27,01:55 hrs.,Francisco Alderete,2023-03-14 01:55:00
2023-03-14 02:10:00,A2,-,41.0,31,02:10 hrs.,Francisco Alderete,2023-03-14 02:10:00
2023-03-14 02:30:00,A1,-,30.0,25,02:30 hrs.,Francisco Alderete,2023-03-14 02:30:00
2023-03-14 04:01:00,A0,-,37.0,29,04:00 hrs.,Francisco Alderete,2023-03-14 04:01:00
2023-03-14 04:12:00,A2,-,43.0,31,04:12 hrs.,Francisco Alderete,2023-03-14 04:12:00
2023-03-14 04:13:00,A1,-,35.0,28,04:13 hrs.,Francisco Alderete,2023-03-14 04:13:00
2023-03-14 05:55:00,A0,-,37.0,27,05:55 hrs.,Francisco Alderete,2023-03-14 05:55:00
2023-03-14 06:15:00,A2,-,40.0,30,06:15 hrs.,Francisco Alderete,2023-03-14 06:15:00
2023-03-14 06:16:00,A1,-,36.0,29,06:16 hrs.,Francisco Alderete,2023-03-14 06:16:00
2023-03-14 07:34:00,A0,-,41.0,38,,Glenn Guajardo Lara,2023-03-14 07:34:00
2023-03-14 07:48:00,A1,-,35.0,28,,Glenn Guajardo Lara,2023-03-14 07:48:00
2023-03-14 10:57:00,A0,-,34.0,30,,Operador1,2023-03-14 10:57:00
2023-03-14 11:31:00,A2,-,41.0,33,,Glenn Guajardo Lara,2023-03-14 11:31:00
2023-03-14 11:56:00,A1,-,34.0,28,,Glenn Guajardo Lara,2023-03-14 11:56:00
2023-03-14 12:19:00,A2,-,39.0,31,,Glenn Guajardo Lara,2023-03-14 12:19:00
2023-03-14 12:54:00,A0,-,34.0,32,,Glenn Guajardo Lara,2023-03-14 12:54:00
2023-03-14 13:48:00,A1,-,39.0,32,,Glenn Guajardo Lara,2023-03-14 13:48:00
2023-03-14 14:14:00,A2,-,43.0,31,,Glenn Guajardo Lara,2023-03-14 14:14:00
2023-03-14 15:28:00,A2,-,42.0,30,,Glenn Guajardo Lara,2023-03-14 15:28:00
2023-03-14 15:32:00,A1,-,40.0,35,,Glenn Guajardo Lara,2023-03-14 15:32:00
2023-03-14 16:21:00,A1,-,41.0,35,,Glenn Guajardo Lara,2023-03-14 16:21:00
2023-03-14 16:29:00,A0,-,38.0,32,,Glenn Guajardo Lara,2023-03-14 16:29:00
2023-03-14 17:22:00,A2,-,42.0,30,,Glenn Guajardo Lara,2023-03-14 17:22:00
2023-03-14 17:28:00,A1,-,40.0,35,,Glenn Guajardo Lara,2023-03-14 17:28:00
2023-03-14 17:41:00,A0,-,36.0,36,,Glenn Guajardo Lara,2023-03-14 17:41:00
2023-03-14 18:12:00,A1,-,40.0,34,,Glenn Guajardo Lara,2023-03-14 18:12:00
2023-03-14 19:46:00,A0,-,36.0,28,19:46 hrs.,Francisco Alderete,2023-03-14 19:46:00
2023-03-14 20:13:00,A1,-,35.0,31,20:13 hrs.,Francisco Alderete,2023-03-14 20:13:00
2023-03-14 20:17:00,A2,-,42.0,30,20:17 hrs.,Francisco Alderete,2023-03-14 20:17:00
