fecha,solidos_a0,malla_a0
2023-11-19 01:30:35,42.0,0.0
2023-11-18 23:45:56,39.0,29.0
2023-11-18 21:52:49,39.0,30.0
2023-11-18 20:35:00,39.0,0.0
2023-11-18 20:32:29,39.0,29.0
2023-11-18 17:22:48,39.0,29.0
2023-11-18 14:45:03,39.0,34.0
2023-11-18 11:03:03,37.0,28.0
2023-11-18 07:40:26,39.0,25.0
2023-11-18 05:55:09,41.0,31.0
2023-11-18 04:33:44,40.0,32.0
2023-11-18 01:42:42,41.0,30.0
2023-11-17 23:56:48,40.0,29.0
2023-11-17 21:48:01,40.0,30.0
2023-11-17 20:58:43,41.0,0.0
2023-11-17 20:34:49,42.0,0.0
2023-11-17 20:23:37,39.0,29.0
2023-11-17 16:15:11,36.0,26.0
2023-11-17 13:44:22,38.0,27.0
2023-11-17 07:42:59,40.0,29.0
2023-11-17 06:08:45,40.0,31.0
2023-11-17 06:08:34,39.0,0.0
2023-11-17 05:48:19,39.0,0.0
2023-11-17 03:58:54,40.0,31.0
2023-11-17 01:58:46,41.0,31.0
2023-11-17 00:00:23,41.0,32.0
2023-11-16 23:11:07,36.0,0.0
2023-11-16 21:42:13,43.0,33.0
2023-11-16 21:17:49,41.0,0.0
2023-11-16 20:49:56,41.0,0.0
2023-11-16 19:47:24,42.0,33.0
2023-11-16 13:49:27,37.0,29.0
2023-11-16 10:19:06,38.0,27.0
2023-11-16 07:42:49,37.0,28.0
2023-11-16 05:57:39,41.0,0.0
2023-11-16 05:18:51,40.0,34.0
2023-11-16 04:07:59,37.0,29.0
2023-11-16 02:54:30,37.0,30.0
2023-11-15 23:57:08,36.0,29.0
2023-11-15 22:38:08,36.0,30.0
2023-11-15 21:09:13,43.0,33.0
2023-11-15 20:41:51,41.0,0.0
2023-11-15 17:59:01,35.0,27.0
2023-11-15 17:50:49,35.0,27.0
2023-11-15 11:53:40,39.0,30.0
2023-11-15 07:46:03,39.0,32.0
2023-11-15 03:42:03,44.0,33.0
2023-11-15 00:54:03,40.0,28.0
2023-11-15 00:27:03,43.0,27.0
2023-11-14 22:44:35,39.0,28.0
2023-11-14 20:59:16,43.0,33.0
2023-11-14 17:02:27,36.0,27.0
2023-11-14 14:15:06,42.0,0.0
2023-11-14 14:15:01,40.0,0.0
2023-11-14 14:13:17,46.0,35.0
2023-11-14 14:12:50,45.0,32.0
2023-11-14 10:26:45,42.0,29.0
2023-11-14 07:53:35,43.0,29.0
2023-11-14 05:57:25,43.0,28.0
2023-11-14 04:32:45,41.0,30.0
2023-11-14 02:23:04,43.0,28.0
2023-11-14 00:20:57,41.0,30.0
2023-11-14 00:13:46,41.0,24.0
2023-11-13 20:25:55,39.0,26.0
2023-11-13 17:34:10,38.0,27.0
2023-11-13 14:05:17,40.0,29.0
2023-11-13 11:59:50,44.0,32.0
2023-11-13 10:23:16,43.0,33.0
2023-11-13 08:32:00,45.0,35.0
2023-11-13 07:26:54,47.0,40.0
2023-11-13 03:49:02,44.0,34.0
2023-11-13 01:09:39,43.0,33.0
2023-11-12 22:39:17,38.0,27.0
2023-11-12 20:18:10,39.0,26.0
2023-11-12 17:33:29,39.0,29.0
2023-11-12 13:46:16,37.0,28.0
2023-11-12 12:04:15,41.0,33.0
2023-11-12 10:25:48,42.0,30.0
2023-11-12 08:24:05,42.0,29.0
2023-11-12 08:14:05,40.0,0.0
2023-11-12 02:08:46,43.0,30.0
2023-11-12 00:48:54,37.0,28.0
2023-11-11 22:32:38,45.0,32.0
2023-11-11 19:23:35,44.0,29.0
2023-11-11 18:32:34,41.0,27.0
2023-11-11 17:12:37,43.0,30.0
2023-11-11 14:25:58,41.0,30.0
2023-11-11 12:23:10,41.0,29.0
2023-11-11 10:34:28,43.0,29.0
2023-11-11 08:58:44,42.0,0.0
2023-11-11 07:47:59,43.0,30.0
2023-11-11 06:26:41,40.0,30.0
2023-11-11 04:01:55,43.0,30.0
2023-11-11 00:21:09,42.0,26.0
2023-11-10 22:26:49,40.0,29.0
2023-11-10 19:33:21,39.0,29.0
2023-11-10 18:21:30,42.0,30.0
2023-11-10 16:36:59,42.0,29.0
2023-11-10 13:08:06,43.0,35.0
2023-11-10 11:29:24,43.0,32.0
2023-11-10 09:52:33,46.0,36.0
2023-11-10 08:08:38,42.0,33.0
2023-11-10 03:40:16,41.0,34.0
2023-11-10 00:47:20,43.0,33.0
2023-11-09 22:21:44,41.0,30.0
2023-11-09 19:45:59,40.0,27.0
2023-11-09 17:25:27,40.0,32.0
2023-11-09 16:06:57,39.0,28.0
2023-11-09 10:37:39,36.0,29.0
2023-11-09 08:19:07,42.0,30.0
2023-11-09 01:20:16,40.0,28.0
2023-11-08 22:07:36,39.0,29.0
2023-11-08 19:43:23,41.0,29.0
2023-11-08 18:29:42,35.0,27.0
2023-11-08 16:17:32,36.0,27.0
2023-11-08 14:22:18,37.0,31.0
2023-11-08 12:20:46,35.0,26.0
2023-11-08 09:51:24,38.0,30.0
2023-11-08 07:58:00,38.0,28.0
2023-11-08 06:16:11,39.0,26.0
2023-11-08 02:01:54,40.0,29.0
2023-11-07 23:28:54,42.0,30.0
2023-11-07 22:25:24,40.0,0.0
2023-11-07 21:44:31,42.0,30.0
2023-11-07 21:33:38,40.0,0.0
2023-11-07 20:20:43,41.0,29.0
2023-11-07 20:14:00,39.0,0.0
2023-11-07 18:09:28,42.0,0.0
2023-11-07 17:58:12,39.0,30.0
2023-11-07 17:41:40,42.0,0.0
2023-11-07 17:09:35,41.0,0.0
2023-11-07 16:50:04,39.0,28.0
2023-11-07 14:02:51,36.0,27.0
2023-11-07 11:47:28,38.0,28.0
2023-11-07 11:27:13,41.0,0.0
2023-11-07 10:12:32,38.0,30.0
2023-11-07 09:00:59,42.0,0.0
2023-11-07 08:50:21,42.0,0.0
2023-11-07 08:11:14,39.0,30.0
2023-11-07 06:13:40,43.0,34.0
2023-11-07 04:25:20,43.0,33.0
2023-11-07 03:19:59,43.0,32.0
2023-11-07 02:15:22,41.0,0.0
2023-11-06 23:30:56,42.0,34.0
2023-11-06 23:20:29,39.0,0.0
2023-11-06 21:28:49,39.0,29.0
2023-11-06 20:49:44,43.0,29.0
2023-11-06 19:46:43,39.0,0.0
2023-11-06 17:53:40,40.0,29.0
2023-11-06 16:00:10,38.0,25.0
2023-11-06 14:00:27,39.0,28.0
2023-11-06 11:48:00,34.0,25.0
2023-11-06 10:31:40,39.0,30.0
2023-11-06 09:03:53,42.0,0.0
2023-11-06 08:16:31,37.0,30.0
2023-11-06 06:03:04,39.0,27.0
2023-11-06 06:02:37,38.0,0.0
2023-11-06 02:35:34,38.0,32.0
2023-11-06 00:09:50,37.0,28.0
2023-11-05 23:20:03,39.0,0.0
2023-11-05 22:12:18,39.0,27.0
2023-11-05 20:16:53,42.0,31.0
2023-11-05 19:46:42,38.0,0.0
2023-11-05 17:59:17,42.0,33.0
2023-11-05 17:51:36,42.0,0.0
2023-11-05 15:53:10,33.0,27.0
2023-11-05 13:55:38,40.0,32.0
2023-11-05 11:51:30,38.0,30.0
2023-11-05 11:18:26,39.0,0.0
2023-11-05 10:08:36,37.0,30.0
2023-11-05 08:17:54,39.0,31.0
2023-11-05 05:25:25,41.0,30.0
2023-11-05 05:21:05,40.0,0.0
2023-11-05 02:09:56,39.0,30.0
2023-11-05 01:35:11,38.0,0.0
2023-11-04 21:35:47,39.0,30.0
2023-11-04 19:48:54,41.0,32.0
2023-11-04 18:05:58,37.0,30.0
2023-11-04 18:04:16,43.0,0.0
2023-11-04 17:51:38,40.0,0.0
2023-11-04 16:35:05,38.0,31.0
2023-11-04 14:23:23,38.0,30.0
2023-11-04 13:48:25,39.0,0.0
2023-11-04 12:09:08,39.0,30.0
2023-11-04 09:46:10,37.0,28.0
2023-11-04 08:26:30,38.0,0.0
2023-11-04 08:13:20,40.0,31.0
2023-11-04 05:39:07,38.0,0.0
2023-11-04 05:25:36,39.0,33.0
2023-11-04 05:25:32,37.0,25.0
2023-11-04 03:25:09,39.0,30.0
2023-11-04 02:52:20,40.0,0.0
2023-11-04 01:36:47,39.0,32.0
2023-11-03 23:44:28,39.0,33.0
2023-11-03 22:18:04,40.0,0.0
2023-11-03 22:17:57,41.0,0.0
2023-11-03 20:56:21,42.0,29.0
2023-11-03 20:03:07,39.0,32.0
2023-11-03 18:13:24,38.0,29.0
2023-11-03 16:34:35,41.0,0.0
2023-11-03 16:19:06,39.0,31.0
2023-11-03 13:47:38,39.0,30.0
2023-11-03 13:02:57,40.0,0.0
2023-11-03 11:52:41,36.0,28.0
2023-11-03 11:27:12,39.0,0.0
2023-11-03 09:54:42,38.0,30.0
2023-11-03 08:07:08,38.0,28.0
2023-11-03 06:07:23,42.0,31.0
2023-11-03 05:14:17,40.0,0.0
2023-11-03 05:14:07,39.0,0.0
2023-11-03 04:22:13,41.0,34.0
2023-11-03 01:54:07,40.0,33.0
2023-11-02 23:52:51,41.0,27.0
2023-11-02 23:48:07,39.0,0.0
2023-11-02 21:55:11,42.0,35.0
2023-11-02 19:53:33,37.0,0.0
2023-11-02 19:49:16,42.0,31.0
2023-11-02 18:03:03,36.0,29.0
2023-11-02 16:11:42,40.0,30.0
2023-11-02 14:01:31,38.0,30.0
2023-11-02 11:49:03,39.0,29.0
2023-11-02 11:43:12,41.0,0.0
2023-11-02 10:01:49,40.0,31.0
2023-11-02 08:12:27,40.0,0.0
2023-11-02 08:10:48,36.0,28.0
2023-11-02 06:10:58,36.0,32.0
2023-11-02 05:21:32,40.0,0.0
2023-11-02 04:08:46,42.0,28.0
2023-11-02 02:28:26,40.0,0.0
2023-11-02 01:48:47,40.0,30.0
2023-11-02 01:21:08,41.0,34.0
2023-11-01 22:10:47,42.0,29.0
2023-11-01 20:29:28,35.0,20.0
2023-11-01 19:38:42,40.0,0.0
2023-11-01 17:58:41,37.0,28.0
2023-11-01 17:53:15,41.0,0.0
2023-11-01 16:40:27,38.0,30.0
2023-11-01 14:33:08,36.0,25.0
2023-11-01 13:45:23,36.0,0.0
2023-11-01 12:07:59,40.0,32.0
2023-11-01 11:12:49,39.0,0.0
2023-11-01 10:10:39,37.0,28.0
2023-11-01 08:25:30,40.0,31.0
2023-11-01 08:15:47,40.0,0.0
2023-11-01 06:21:42,41.0,29.0
2023-11-01 04:19:24,40.0,33.0
2023-11-01 04:06:55,39.0,0.0
2023-11-01 03:07:11,38.0,29.0
2023-11-01 02:34:32,38.0,29.0
2023-11-01 00:28:55,37.0,0.0
2023-11-01 00:03:13,41.0,29.0
2023-10-31 23:11:17,36.0,0.0
2023-10-31 22:14:36,40.0,33.0
2023-10-31 20:25:03,45.0,35.0
2023-10-31 17:56:58,36.0,23.0
2023-10-31 16:28:12,39.0,32.0
2023-10-31 15:13:29,37.0,26.0
2023-10-31 11:20:02,41.0,29.0
2023-10-31 07:23:00,41.0,29.0
2023-10-31 06:36:34,40.0,0.0
2023-10-31 06:15:57,42.0,31.0
2023-10-31 04:22:53,43.0,35.0
2023-10-31 02:21:59,41.0,29.0
2023-10-31 00:26:53,40.0,0.0
2023-10-31 00:08:32,41.0,30.0
2023-10-30 22:15:22,40.0,31.0
2023-10-30 20:10:51,42.0,32.0
2023-10-30 20:03:51,40.0,0.0
2023-10-30 14:26:57,42.0,36.0
2023-10-30 13:49:40,44.0,38.0
2023-10-30 07:28:06,40.0,36.0
2023-10-30 06:18:03,40.0,31.0
2023-10-30 04:31:57,41.0,33.0
2023-10-30 02:08:48,42.0,32.0
2023-10-30 00:49:38,41.0,30.0
2023-10-29 22:14:05,40.0,31.0
2023-10-29 20:19:04,42.0,32.0
2023-10-29 17:53:36,39.0,37.0
2023-10-29 11:43:43,33.0,25.0
2023-10-29 08:01:13,38.0,35.0
2023-10-29 05:33:36,39.0,0.0
2023-10-29 05:33:20,41.0,0.0
2023-10-29 04:41:26,42.0,32.0
2023-10-29 02:27:40,44.0,35.0
2023-10-28 23:49:48,44.0,33.0
2023-10-28 22:29:00,42.0,32.0
2023-10-28 17:24:54,38.0,34.0
2023-10-28 10:51:58,40.0,35.0
2023-10-28 07:23:00,38.0,33.0
2023-10-28 04:44:35,41.0,33.0
2023-10-28 02:26:48,43.0,34.0
2023-10-27 23:53:42,44.0,33.0
2023-10-27 22:23:12,44.0,33.0
2023-10-27 20:14:03,43.0,31.0
2023-10-27 07:15:23,39.0,29.0
2023-10-27 06:30:11,43.0,34.0
2023-10-27 04:50:53,44.0,33.0
2023-10-27 02:22:34,43.0,31.0
2023-10-26 23:56:12,45.0,35.0
2023-10-26 22:47:50,43.0,31.0
2023-10-26 20:15:29,40.0,31.0
2023-10-26 19:51:26,39.0,0.0
2023-10-26 14:35:22,32.0,29.0
2023-10-26 12:43:18,39.0,26.0
2023-10-26 07:22:40,39.0,26.0
2023-10-26 06:22:13,38.0,0.0
2023-10-26 06:12:01,39.0,29.0
2023-10-26 04:31:17,40.0,31.0
2023-10-26 02:12:04,38.0,27.0
2023-10-26 00:01:11,38.0,0.0
2023-10-25 23:49:25,40.0,31.0
2023-10-25 22:10:43,39.0,26.0
2023-10-25 20:25:51,38.0,0.0
2023-10-25 20:25:48,37.0,25.0
2023-10-25 14:52:58,39.0,35.0
2023-10-25 10:32:06,39.0,38.0
2023-10-25 07:39:09,35.0,26.0
2023-10-25 06:07:00,42.0,32.0
2023-10-25 03:48:44,43.0,35.0
2023-10-25 02:14:13,43.0,30.0
2023-10-24 23:34:41,42.0,0.0
2023-10-24 20:24:17,38.0,0.0
2023-10-24 20:17:38,38.0,0.0
2023-10-24 11:20:56,40.0,29.0
2023-10-24 09:54:03,41.0,30.0
2023-10-24 07:57:09,42.0,31.0
2023-10-24 06:21:13,41.0,30.0
2023-10-24 06:03:55,42.0,0.0
2023-10-24 05:36:55,42.0,0.0
2023-10-24 04:10:43,41.0,32.0
2023-10-24 00:28:32,35.0,27.0
2023-10-23 23:53:43,42.0,0.0
2023-10-23 22:03:18,39.0,29.0
2023-10-23 19:42:48,38.0,29.0
2023-10-23 15:57:06,39.0,33.0
2023-10-23 13:49:48,39.0,29.0
2023-10-23 11:43:50,37.0,31.0
2023-10-23 09:47:28,36.0,32.0
2023-10-23 07:40:53,40.0,29.0
2023-10-23 06:41:09,40.0,29.0
2023-10-23 06:06:04,42.0,0.0
2023-10-23 05:42:42,41.0,0.0
2023-10-23 04:15:15,40.0,30.0
2023-10-23 00:19:56,40.0,30.0
2023-10-22 22:11:19,41.0,30.0
2023-10-22 20:15:35,40.0,30.0
2023-10-22 20:13:48,38.0,0.0
2023-10-22 18:23:31,41.0,33.0
2023-10-22 17:41:40,40.0,0.0
2023-10-22 16:21:31,42.0,33.0
2023-10-22 13:18:11,40.0,0.0
2023-10-22 11:13:21,41.0,0.0
2023-10-22 11:13:14,40.0,0.0
2023-10-22 09:22:15,39.0,29.0
2023-10-22 07:37:06,39.0,31.0
2023-10-22 07:13:26,40.0,0.0
2023-10-22 06:24:59,38.0,30.0
2023-10-22 03:59:36,41.0,0.0
2023-10-22 03:59:25,37.0,29.0
2023-10-22 00:44:37,39.0,31.0
2023-10-21 23:56:21,41.0,0.0
2023-10-21 22:18:21,40.0,31.0
2023-10-21 20:06:34,39.0,32.0
2023-10-21 16:17:54,41.0,34.0
2023-10-21 14:52:41,40.0,0.0
2023-10-21 14:52:28,39.0,0.0
2023-10-21 14:52:08,40.0,0.0
2023-10-21 14:52:01,41.0,0.0
2023-10-21 14:51:53,40.0,0.0
2023-10-21 12:40:39,38.0,33.0
2023-10-21 09:21:23,36.0,29.0
2023-10-21 08:03:53,42.0,34.0
2023-10-21 06:12:16,42.0,32.0
2023-10-21 06:10:16,41.0,0.0
2023-10-21 06:06:17,41.0,0.0
2023-10-21 05:42:47,41.0,0.0
2023-10-21 04:07:13,40.0,29.0
2023-10-21 00:03:45,40.0,30.0
2023-10-20 21:56:39,39.0,29.0
2023-10-20 19:44:10,39.0,30.0
2023-10-20 18:32:29,40.0,35.0
2023-10-20 17:37:32,40.0,0.0
2023-10-20 15:29:00,40.0,0.0
2023-10-20 15:28:52,40.0,0.0
2023-10-20 15:28:41,39.0,0.0
2023-10-20 15:28:34,40.0,0.0
2023-10-20 12:18:53,38.0,29.0
2023-10-20 11:24:00,38.0,30.0
2023-10-20 07:50:31,35.0,28.0
2023-10-20 06:34:52,37.0,27.0
2023-10-20 05:56:01,44.0,0.0
2023-10-20 05:47:51,41.0,0.0
2023-10-20 05:06:16,42.0,0.0
2023-10-20 04:23:57,41.0,30.0
2023-10-20 02:44:20,41.0,0.0
2023-10-20 00:28:13,42.0,30.0
2023-10-19 23:48:41,41.0,0.0
2023-10-19 22:23:06,42.0,32.0
2023-10-19 20:37:45,41.0,0.0
2023-10-19 19:46:51,44.0,34.0
2023-10-19 15:01:28,39.0,29.0
2023-10-19 12:55:38,40.0,32.0
2023-10-19 09:53:19,39.0,31.0
2023-10-19 08:02:03,42.0,30.0
2023-10-19 06:29:26,40.0,29.0
2023-10-19 05:54:16,42.0,0.0
2023-10-19 04:00:25,38.0,29.0
2023-10-18 23:57:40,38.0,27.0
2023-10-18 22:16:32,38.0,28.0
2023-10-18 20:32:17,42.0,0.0
2023-10-18 20:22:20,37.0,28.0
2023-10-18 18:20:19,40.0,26.0
2023-10-18 18:02:34,40.0,0.0
2023-10-18 16:25:14,38.0,32.0
2023-10-18 14:44:56,40.0,0.0
2023-10-18 11:10:22,42.0,30.0
2023-10-18 09:27:12,37.0,0.0
2023-10-18 09:27:01,38.0,0.0
2023-10-18 09:26:44,40.0,0.0
2023-10-18 01:45:19,39.0,32.0
2023-10-18 00:44:44,39.0,32.0
2023-10-17 22:20:49,40.0,34.0
2023-10-17 21:36:08,39.0,32.0
2023-10-17 20:18:41,39.0,32.0
2023-10-17 16:54:58,42.0,31.0
2023-10-17 14:18:14,35.0,24.0
2023-10-17 12:29:56,39.0,28.0
2023-10-17 11:54:21,40.0,0.0
2023-10-17 09:23:10,43.0,28.0
2023-10-17 08:11:27,34.0,27.0
2023-10-17 07:56:35,40.0,0.0
2023-10-17 05:54:27,35.0,22.0
2023-10-17 02:52:33,39.0,26.0
2023-10-17 00:34:05,36.0,25.0
2023-10-16 22:52:47,41.0,27.0
2023-10-16 19:26:42,39.0,25.0
2023-10-16 16:31:11,43.0,32.0
2023-10-16 14:16:54,41.0,29.0
2023-10-16 11:58:46,42.0,0.0
2023-10-16 11:58:41,40.0,0.0
2023-10-16 11:58:30,42.0,0.0
2023-10-16 11:42:48,40.0,31.0
2023-10-16 09:37:24,38.0,29.0
2023-10-16 07:29:00,38.0,29.0
2023-10-16 02:49:07,38.0,32.0
2023-10-16 01:02:24,39.0,36.0
2023-10-15 22:10:35,39.0,32.0
2023-10-15 17:05:18,36.0,30.0
2023-10-15 15:29:09,40.0,0.0
2023-10-15 14:57:05,42.0,36.0
2023-10-15 12:23:47,40.0,33.0
2023-10-15 10:22:09,39.0,34.0
2023-10-15 09:46:52,42.0,0.0
2023-10-15 08:09:18,40.0,32.0
2023-10-14 16:55:56,41.0,35.0
2023-10-14 15:26:54,38.0,0.0
2023-10-14 14:26:53,36.0,31.0
2023-10-14 13:12:22,38.0,32.0
2023-10-14 10:59:32,36.0,29.0
2023-10-14 08:18:05,39.0,33.0
2023-10-14 08:15:04,40.0,0.0
2023-10-14 03:52:42,40.0,34.0
2023-10-13 21:20:28,38.0,33.0
2023-10-13 17:10:36,37.0,31.0
2023-10-13 15:34:49,40.0,0.0
2023-10-13 14:44:45,40.0,30.0
2023-10-13 12:21:35,39.0,32.0
2023-10-13 10:12:05,43.0,35.0
2023-10-13 09:35:24,41.0,0.0
2023-10-13 07:40:11,44.0,36.0
2023-10-13 05:25:35,39.0,27.0
2023-10-12 22:06:55,36.0,25.0
2023-10-12 19:29:25,28.0,21.0
2023-10-12 17:33:27,38.0,31.0
2023-10-12 12:53:40,37.0,34.0
2023-10-12 12:40:26,38.0,0.0
2023-10-12 12:40:22,41.0,0.0
2023-10-12 09:59:27,38.0,30.0
2023-10-12 08:11:31,37.0,31.0
2023-10-12 00:37:08,32.0,21.0
2023-10-11 22:09:57,39.0,28.0
2023-10-11 19:47:52,32.0,21.0
2023-10-11 15:30:16,36.0,25.0
2023-10-11 15:11:38,40.0,0.0
2023-10-11 12:27:39,38.0,30.0
2023-10-11 10:13:04,39.0,32.0
2023-10-11 08:00:20,39.0,0.0
2023-10-11 07:27:51,41.0,32.0
2023-10-11 05:03:31,41.0,33.0
2023-10-11 03:43:03,39.0,29.0
2023-10-11 02:13:55,37.0,25.0
2023-10-10 23:56:34,37.0,28.0
2023-10-10 22:45:51,40.0,30.0
2023-10-10 20:51:08,40.0,0.0
2023-10-10 20:50:58,39.0,0.0
2023-10-10 20:28:08,36.0,23.0
2023-10-10 18:05:58,39.0,30.0
2023-10-10 15:53:25,39.0,31.0
2023-10-10 14:17:55,40.0,29.0
2023-10-10 12:04:59,39.0,30.0
2023-10-10 11:21:34,40.0,0.0
2023-10-10 11:07:20,40.0,0.0
2023-10-10 10:39:41,41.0,0.0
2023-10-10 10:24:07,41.0,0.0
2023-10-10 10:07:12,39.0,31.0
2023-10-10 07:59:36,41.0,33.0
2023-10-10 05:38:21,41.0,0.0
2023-10-10 02:56:10,40.0,0.0
2023-10-10 02:56:01,40.0,0.0
2023-10-10 02:18:50,39.0,27.0
2023-10-09 23:24:36,39.0,28.0
2023-10-09 22:16:17,38.0,26.0
2023-10-09 21:16:51,40.0,0.0
2023-10-09 20:06:44,33.0,0.0
2023-10-09 20:06:08,38.0,28.0
2023-10-09 19:53:40,40.0,0.0
2023-10-09 19:53:25,40.0,0.0
2023-10-09 19:53:07,39.0,0.0
2023-10-09 18:10:53,39.0,32.0
2023-10-09 16:00:21,39.0,30.0
2023-10-09 14:10:16,41.0,30.0
2023-10-09 11:59:26,40.0,32.0
2023-10-09 11:08:41,42.0,0.0
2023-10-09 10:30:12,41.0,33.0
2023-10-09 09:35:15,39.0,0.0
2023-10-09 08:22:46,38.0,30.0
2023-10-09 08:21:44,43.0,0.0
2023-10-09 05:47:15,41.0,31.0
2023-10-09 04:36:41,40.0,25.0
2023-10-09 03:06:20,37.0,25.0
2023-10-09 02:07:05,41.0,0.0
2023-10-09 02:06:56,41.0,0.0
2023-10-09 01:05:37,39.0,31.0
2023-10-08 20:11:31,41.0,28.0
2023-10-08 18:04:40,39.0,29.0
2023-10-08 17:48:56,44.0,0.0
2023-10-08 16:03:26,43.0,30.0
2023-10-08 15:50:35,45.0,0.0
2023-10-08 14:40:22,41.0,0.0
2023-10-08 14:27:46,41.0,31.0
2023-10-08 12:51:15,39.0,30.0
2023-10-08 11:54:23,43.0,0.0
2023-10-08 10:00:44,40.0,0.0
2023-10-08 08:28:55,44.0,0.0
2023-10-08 07:48:33,40.0,32.0
2023-10-08 05:19:18,38.0,0.0
2023-10-08 04:31:45,37.0,0.0
2023-10-08 03:44:36,42.0,32.0
2023-10-08 02:30:58,41.0,31.0
2023-10-08 02:00:58,42.0,0.0
2023-10-07 22:21:44,40.0,0.0
2023-10-07 21:40:00,40.0,0.0
2023-10-07 21:39:52,38.0,0.0
2023-10-07 20:15:08,40.0,30.0
2023-10-07 17:52:16,40.0,31.0
2023-10-07 14:52:37,43.0,0.0
2023-10-07 08:15:48,37.0,27.0
2023-10-07 06:03:25,41.0,28.0
2023-10-07 05:43:20,34.0,0.0
2023-10-07 04:58:46,39.0,0.0
2023-10-07 04:56:47,40.0,0.0
2023-10-07 04:32:56,39.0,30.0
2023-10-07 00:52:52,40.0,26.0
2023-10-06 22:05:41,40.0,0.0
2023-10-06 21:28:31,35.0,23.0
